param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.00359381,0.9,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4880112648010254,0.02119603157043457
sqrt,1,0.00359381,0.9,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4926321029663086,0.021270275115966797
sqrt,1,0.00359381,0.9,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4970549583435059,0.02129063606262207
sqrt,1,0.0129155,0.1,5,0.6233333333333333,0.06463573143221775,444,0.5333333333333333,0.7333333333333334,0.6333333333333333,0.6166666666666667,0.6,0.4922419548034668,0.02089099884033203
sqrt,1,0.0129155,0.1,10,0.7366666666666666,0.151803967156476,125,0.6333333333333333,0.8166666666666667,0.6166666666666667,0.6166666666666667,1.0,0.4936318874359131,0.02094440460205078
sqrt,1,0.0129155,0.1,20,0.7166666666666667,0.09006170724070862,189,0.6333333333333333,0.8166666666666667,0.7166666666666667,0.8166666666666667,0.6000000000000001,0.495728063583374,0.021008396148681642
sqrt,1,0.0129155,0.1,50,0.7033333333333334,0.08653836657164779,233,0.7333333333333334,0.8166666666666667,0.7166666666666667,0.55,0.7,0.5022772312164306,0.02102503776550293
sqrt,1,0.0129155,0.3,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.48332905769348145,0.02125544548034668
sqrt,1,0.0129155,0.3,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.48909907341003417,0.021037530899047852
sqrt,1,0.0129155,0.3,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4924756050109863,0.0210906982421875
sqrt,1,0.0129155,0.3,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4978490352630615,0.0212127685546875
sqrt,1,0.0129155,0.5,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4845921516418457,0.020972681045532227
sqrt,1,0.0129155,0.5,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4887238025665283,0.021098518371582033
sqrt,1,0.0129155,0.5,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4955605983734131,0.02134251594543457
sqrt,1,0.0129155,0.5,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.49769744873046873,0.021125411987304686
sqrt,1,0.0129155,0.7,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4844058036804199,0.021128225326538085
sqrt,1,0.0129155,0.7,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4884298324584961,0.021312808990478514
sqrt,1,0.0129155,0.7,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4931061267852783,0.021108579635620118
sqrt,1,0.0129155,0.7,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4991620063781738,0.02125706672668457
sqrt,1,0.0129155,0.9,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.48619942665100097,0.02116556167602539
sqrt,1,0.0129155,0.9,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.48884010314941406,0.02104959487915039
sqrt,1,0.0129155,0.9,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4988527297973633,0.021283912658691406
sqrt,1,0.0129155,0.9,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.49941091537475585,0.02162318229675293
sqrt,1,0.0464159,0.1,5,0.6699999999999999,0.11372481406154651,334,0.5333333333333333,0.7333333333333334,0.8333333333333333,0.55,0.7,0.5036508560180664,0.021178245544433594
sqrt,1,0.0464159,0.1,10,0.6633333333333333,0.03858612300930074,340,0.6333333333333333,0.65,0.6166666666666667,0.7166666666666667,0.7,0.504218339920044,0.021122455596923828
sqrt,1,0.0464159,0.1,20,0.7966666666666666,0.12265579661982733,3,0.7166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,1.0,0.5061697483062744,0.021068668365478514
sqrt,1,0.0464159,0.1,50,0.7533333333333333,0.11025223605694151,63,0.6166666666666667,0.9,0.6333333333333333,0.8166666666666667,0.8,0.5155289649963379,0.021189069747924803
sqrt,1,0.0464159,0.3,5,0.6266666666666667,0.06463573143221774,429,0.6333333333333333,0.7333333333333334,0.6333333333333333,0.5333333333333333,0.6,0.509047269821167,0.021131372451782225
sqrt,1,0.0464159,0.3,10,0.6766666666666667,0.11766241729815193,319,0.5333333333333333,0.8166666666666667,0.8166666666666667,0.6166666666666667,0.6000000000000001,0.505542802810669,0.021070241928100586
sqrt,1,0.0464159,0.3,20,0.7766666666666666,0.15224249662225647,13,0.5333333333333333,0.7166666666666667,0.8166666666666667,0.8166666666666667,1.0,0.507923936843872,0.021121740341186523
sqrt,1,0.0464159,0.3,50,0.6866666666666668,0.03858612300930077,293,0.6333333333333333,0.7166666666666667,0.7333333333333334,0.65,0.7,0.5151642322540283,0.021161222457885744
sqrt,1,0.0464159,0.5,5,0.5733333333333334,0.11479450238481713,644,0.6166666666666667,0.7333333333333334,0.5333333333333333,0.3833333333333333,0.6000000000000001,0.49845314025878906,0.021281051635742187
sqrt,1,0.0464159,0.5,10,0.6666666666666667,0.11352924243950935,335,0.8,0.7333333333333334,0.6333333333333333,0.4666666666666667,0.7,0.5011917591094971,0.02083749771118164
sqrt,1,0.0464159,0.5,20,0.68,0.11224972160321824,315,0.7,0.7166666666666667,0.7166666666666667,0.4666666666666667,0.8,0.5039313316345215,0.021097755432128905
sqrt,1,0.0464159,0.5,50,0.6666666666666667,0.25144029554194813,335,0.9,0.8166666666666667,0.7333333333333334,0.18333333333333335,0.7,0.5101946353912353,0.021120643615722655
sqrt,1,0.0464159,0.7,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.48717217445373534,0.0210721492767334
sqrt,1,0.0464159,0.7,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.48871026039123533,0.021079015731811524
sqrt,1,0.0464159,0.7,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.4940158843994141,0.02109827995300293
